user_screen_name,created_at," San diego County, CA",text,fav,rt_count,friend,clean_text_1,clean_text_2,Aspect,Prediction
miyukijane,Mon Oct 25 17:31:35 +0000 2021,"Los Angeles, CA, USA","Anyway, she's a pretty badass and interesting character, and I think yet another example that gender identity and gender expression have always been complex and nuanced throughout history, and it's a shame that so much queer and LGBT history has been erased. /18",3,0,1745,anyway she is a pretty badass and interesting character and i think yet another example that gender identity and gender expression have always been complex and nuanced throughout history and it is a shame that so much queer and lgbt history has been erased ,anyway pretty badass interesting character think yet another example gender identity gender expression always complex nuanced throughout history shame much queer lgbt history erased,,neutral
KZSCspins,Mon Oct 25 17:23:09 +0000 2021,"Los Angeles, California",Elton John - Travelin' Band (LGBT History: Music From LGBT Artists) https://t.co/klNsMre3qt,0,0,1,elton john  travelin band lgbt history music from lgbt artists ,elton john travelin band lgbt history music lgbt artists,,pro-lgbt
CoCo_Chase,Mon Oct 25 17:22:23 +0000 2021,"Los Angeles, California","Who are these âfansâ making this remark? As a gay man, I donât associate with these people. This is a prime example of the voices we shouldnt being giving a spot light to. #lgbt",0,0,582,who are these  fans  making this remark as a gay man i don t associate with these people this is a prime example of the voices we shouldnt being giving a spot light to lgbt,fans making remark gay man associate people prime example voices shouldnt giving spot light lgbt,,neutral
10thLetterEsq,Mon Oct 25 17:21:24 +0000 2021,"Los Angeles, California","@BlackKat84 @Love_KSJW @IssaRae Police Officers
Crips
Bloods
LGBT+
Different ethnicities.....",4,0,908,   police officers crips bloods lgbt different ethnicities,police officers crips bloods lgbt different ethnicities,,anti-lgbt
badgerwarrior,Mon Oct 25 17:16:40 +0000 2021,"Los Angeles, California","@thomasjwebb Satire is funny because it is a commentary of the state/society and is grounded in truth. With basing a joke on punching down doesn't make it funny; it just resonates with hateful people.
Half Baked made a point because of the legality of drugs, The closer is just LGBT+ tropes.",2,0,1026, satire is funny because it is a commentary of the statesociety and is grounded in truth with basing a joke on punching down does not make it funny it just resonates with hateful people half baked made a point because of the legality of drugs the closer is just lgbt tropes,satire funny commentary statesociety grounded truth basing joke punching make funny resonates hateful people half baked made point legality drugs closer lgbt tropes,,neutral
shilpak777,Mon Oct 25 17:12:16 +0000 2021,"Los Angeles, California","Uma (16, South Asian American) is shocked when a botched therapy splits her mother into 3 younger versions of herself (7, 16, 23); now, she must help them fulfill their unrealized wishes so that they can reintegrate! #OWN #SFF #DVpit  #LGBT #POC #YA",1,0,27,uma  south asian american is shocked when a botched therapy splits her mother into  younger versions of herself    now she must help them fulfill their unrealized wishes so that they can reintegrate own sff dvpit  lgbt poc ya,uma south asian american shocked botched therapy splits mother younger versions must help fulfill unrealized wishes reintegrate sff dvpit lgbt poc ya,,neutral
LosAngelesBlade,Mon Oct 25 16:40:09 +0000 2021,"Los Angeles, California ","285,000 American Indian and Alaskan Native LGBTQ+ adults live in the US https://t.co/Y3YK2ewLHs",0,0,802, american indian and alaskan native lgbtq adults live in the us ,american indian alaskan native lgbtq adults live us,,anti-lgbt
LGBTMarriage,Mon Oct 25 16:36:06 +0000 2021,"Los Angeles, California, USA",#INDIA: Delhi High Court schedules final hearings in #LGBT #EqualMarriage case for Nov 30: https://t.co/HTzpaq3XRV,8,4,273,india delhi high court schedules final hearings in lgbt equalmarriage case for nov  ,india delhi high court schedules final hearings lgbt equalmarriage case nov,,pro-lgbt
shilpak777,Mon Oct 25 16:09:00 +0000 2021,"Los Angeles, California, USA","While sharing each otherâs autumn holidays (Diwali, Halloween, &amp; Dia de los Muertos), 3 middle school girls struggle with crushes, mourning a grandparent, housing displacement, &amp; anxiety/selective mutism. #OWN #POC #LGBT #DVpit #MG",3,0,27,while sharing each other s autumn holidays diwali halloween  dia de los muertos  middle school girls struggle with crushes mourning a grandparent housing displacement  anxietyselective mutism own poc lgbt dvpit mg,sharing autumn holidays diwali halloween dia de los muertos middle school girls struggle crushes mourning grandparent housing displacement anxietyselective mutism poc lgbt dvpit mg,,neutral
janaeisms,Mon Oct 25 16:07:21 +0000 2021,"Los Angeles, California, USA",Bardugo meets the USPS. Pragmatic young postwoman Weather seeks to save her city from the nightmare of capitalism and an invasive species of glowing beetles. She finds an unlikely ally in the cityâs cowardly young demigod Bravery. #DVpit #YA #F #LGBT #Dis,7,7,219,bardugo meets the usps pragmatic young postwoman weather seeks to save her city from the nightmare of capitalism and an invasive species of glowing beetles she finds an unlikely ally in the city s cowardly young demigod bravery dvpit ya f lgbt dis,bardugo meets usps pragmatic young postwoman weather seeks save city nightmare capitalism invasive species glowing beetles finds unlikely ally city cowardly young demigod bravery dvpit ya f lgbt dis,,neutral
jonny_soprano,Mon Oct 25 15:58:10 +0000 2021,"Los Angeles, California, USA",@MattWalshBlog Matt those Jews created BLM and the whole LGBT delusion.  But u already knew that right?,0,0,152, matt those jews created blm and the whole lgbt delusion  but u already knew that right,matt jews created blm whole lgbt delusion u already knew right,,neutral
elisabethrogge,Mon Oct 25 15:47:00 +0000 2021,"Los Angeles, USA","HSM X TODAY TONIGHT TOMORROW
Asexual stage manager Maisie and football star Derek have been feuding forever. But when his  team is forced to join the spring musical, they start a secret fling, blurring the line between love and hate. #DVPit #CR #LGBT #OWN",1,1,994,hsm x today tonight tomorrow asexual stage manager maisie and football star derek have been feuding forever but when his  team is forced to join the spring musical they start a secret fling blurring the line between love and hate dvpit cr lgbt own,hsm x today tonight tomorrow asexual stage manager maisie football star derek feuding forever team forced join spring musical start secret fling blurring line love hate dvpit cr lgbt,,neutral
JodieLeaAnders,Mon Oct 25 15:37:27 +0000 2021,MacArthur Park,"ð A fallen star hunts humans for energy to return home. 
ð¼ A musician seeks revenge for his dead boyfriend. 
ð¨ A teen artist searches for her mom to escape her abusive father.
ð United they can stop the tyrants' slaughter of artists.  
#DVpit #YA #F #lgbt #own #MH",0,0,499,  a fallen star hunts humans for energy to return home    a musician seeks revenge for his dead boyfriend    a teen artist searches for her mom to escape her abusive father   united they can stop the tyrants slaughter of artists   dvpit ya f lgbt own mh,fallen star hunts humans energy return home musician seeks revenge dead boyfriend teen artist searches mom escape abusive father united stop tyrants slaughter artists dvpit ya f lgbt mh,,neutral
kcyalater_,Mon Oct 25 15:20:38 +0000 2021,"Manhattan Beach, CA",She can't even spell lgbt https://t.co/HBxiSMTmdM,1,0,328,she can not even spell lgbt ,even spell lgbt,,neutral
shilpak777,Mon Oct 25 15:08:00 +0000 2021,"Mentone, CA",Five 18-yr-olds + one resident alien from the lunar colonies crash land on Earth &amp; take refuge in a treehouse community. The Earth humans there arenât so scary--but was the crash really an accident?  OWN #SFF #DVpit  #LGBT #POC #YA,0,0,27,five   one resident alien from the lunar colonies crash land on earth  take refuge in a treehouse community the earth humans there aren t so scarybut was the crash really an accident  own sff dvpit  lgbt poc ya,five one resident alien lunar colonies crash land earth take refuge treehouse community earth humans scarybut crash really accident sff dvpit lgbt poc ya,,neutral
CynthiaTyra4,Mon Oct 25 14:51:45 +0000 2021,"Mission Viejo, CA",Not my grandparents praising and defending Fresno Adventist Academy when it is a horribly toxic school that hides minors drinking. And has outed lgbt students in front of the whole school and had racist presentations during school rallies.,4,0,446,not my grandparents praising and defending fresno adventist academy when it is a horribly toxic school that hides minors drinking and has outed lgbt students in front of the whole school and had racist presentations during school rallies,grandparents praising defending fresno adventist academy horribly toxic school hides minors drinking outed lgbt students front whole school racist presentations school rallies,,anti-lgbt
rimtailing,Mon Oct 25 14:32:08 +0000 2021,"Modesto, CA",Go over the rainbow for LGBT #retail consumers. Use psychographics. https://t.co/1jc7BLyy6D #retailers https://t.co/vzBJcJ3Q5E,0,0,371,go over the rainbow for lgbt retail consumers use psychographics  retailers ,go rainbow lgbt retail consumers use psychographics retailers,,anti-lgbt
Bonzi1_,Mon Oct 25 14:31:51 +0000 2021,"Mojave, CA",Black History Month &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; lgbt history month,1,0,503,black history month gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt lgbt history month,black history month gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt lgbt history month,,neutral
khanacademy,Mon Oct 25 14:30:00 +0000 2021,Monterey Ca,"In 1994, Rodney Wilson, a Missouri teacher, came out to his class during a history lessonðï¸

One lesson evolved into a mission to teach and celebrate LGBT historyð³ï¸âð

He gathered teachers &amp; rallied leaders to dedicate October as #LGBTHistoryMonthânow recognized across the world!ð",27,1,640,in  rodney wilson a missouri teacher came out to his class during a history lesson    one lesson evolved into a mission to teach and celebrate lgbt history      he gathered teachers  rallied leaders to dedicate october as lgbthistorymonth now recognized across the world ,rodney wilson missouri teacher came class history lesson one lesson evolved mission teach celebrate lgbt history gathered teachers rallied leaders dedicate october lgbthistorymonth recognized across world,,pro-lgbt
Bonzi1_,Mon Oct 25 14:27:26 +0000 2021,Monterey Ca,"October ist black history month nicht
lgbt month tf",3,0,503,october ist black history month nicht lgbt month tf,october ist black history month nicht lgbt month tf,,neutral
elisabethrogge,Mon Oct 25 14:26:37 +0000 2021,Monterey Ca,"HSM X TODAY TONIGHT TOMORROW
When the football team has to join the musical, it forces asexual stage manager Maisie and team captain Derek back together after a friendship breakup. Soon they start a secret fling and the line between love and hate blurs. #DVPit #YA #CR #LGBT #OWN",0,2,994,hsm x today tonight tomorrow when the football team has to join the musical it forces asexual stage manager maisie and team captain derek back together after a friendship breakup soon they start a secret fling and the line between love and hate blurs dvpit ya cr lgbt own,hsm x today tonight tomorrow football team join musical forces asexual stage manager maisie team captain derek back together friendship breakup soon start secret fling line love hate blurs dvpit ya cr lgbt,,neutral
shilpak777,Mon Oct 25 14:07:00 +0000 2021,Monterey Ca,"Three 12-yr-old girls help each other navigate anxiety, housing crisis, grief, and attractions during Diwali/Halloween/Dia de los Muertos. #OWN #POC #LGBT #DVpit #MG",1,1,27,three  girls help each other navigate anxiety housing crisis grief and attractions during diwalihalloweendia de los muertos own poc lgbt dvpit mg,three girls help navigate anxiety housing crisis grief attractions diwalihalloweendia de los muertos poc lgbt dvpit mg,,neutral
s2k90650,Mon Oct 25 14:00:24 +0000 2021,"Monterey Park, California","@Mestizo_incel youâre a confused little ð§ââï¸ â¦. Youâre saying the âNâ word, fat shame and had the audacity to call yourself an Aztec yet project ignorance. Fxk all you LGBTQIAA++ woke freaks. Your kind have diminished what the lgbt use to be. https://t.co/SwHdwDAWA2",0,0,48, you re a confused little        you re saying the  n  word fat shame and had the audacity to call yourself an aztec yet project ignorance fxk all you lgbtqiaa woke freaks your kind have diminished what the lgbt use to be ,confused little saying n word fat shame audacity call aztec yet project ignorance fxk lgbtqiaa woke freaks kind diminished lgbt use,,neutral
WeHoLove,Mon Oct 25 14:00:04 +0000 2021,"Mountain View, CA","Up to 50% Off Tickets to LGBT Friendly Theatre, Events, and Shows in Los Angeles https://t.co/UduOPwFoY1",1,0,38855,up to  off tickets to lgbt friendly theatre events and shows in los angeles ,tickets lgbt friendly theatre events shows los angeles,,pro-lgbt
juicekan,Mon Oct 25 13:48:18 +0000 2021,"Murrieta, CA","HOWEVER, I donât speak for the community Iâm only parroting what a lot of my LGBT friends feel. But of course amongst any population group there is a lot of nuanced views",1,0,1109,however i don t speak for the community i m only parroting what a lot of my lgbt friends feel but of course amongst any population group there is a lot of nuanced views,however speak community parroting lot lgbt friends feel course amongst population group lot nuanced views,,pro-lgbt
juicekan,Mon Oct 25 13:47:23 +0000 2021,"Murrieta, CA",Like to me there is a clear difference between Tosh.0 vs Tucker Carlson. I think most LGBT folks see that difference as well. Dave Chappelle is an awkward ally not an enemy to the community,0,0,1109,like to me there is a clear difference between  vs tucker carlson i think most lgbt folks see that difference as well dave chappelle is an awkward ally not an enemy to the community,like clear difference vs tucker carlson think lgbt folks see difference well dave chappelle awkward ally enemy community,,pro-lgbt
juicekan,Mon Oct 25 13:45:15 +0000 2021,"Murrieta, CA","Itâs clear Tosh pushes boundariesâ¦ but he is an ally. 

Dave Chappelle during his special spoke about CLEARLY being an ally to the LGBT &amp; feminist community.",1,0,1109,it s clear tosh pushes boundaries  but he is an ally   dave chappelle during his special spoke about clearly being an ally to the lgbt  feminist community,clear tosh pushes boundaries ally dave chappelle special spoke clearly ally lgbt feminist community,,pro-lgbt
JodieLeaAnders,Mon Oct 25 13:32:37 +0000 2021,national city,"ðBOUND BY STARDUSTð is about 17yo artist Tessa who is stuck in a city where creativity and emotion are forbidden. She bands together with other artists to save the planet from its rulers, fallen stars who harvest humans for their energy. #YA #F #lgbt #own #MH #DVpit",0,0,499, bound by stardust  is about  artist tessa who is stuck in a city where creativity and emotion are forbidden she bands together with other artists to save the planet from its rulers fallen stars who harvest humans for their energy ya f lgbt own mh dvpit,bound stardust artist tessa stuck city creativity emotion forbidden bands together artists save planet rulers fallen stars harvest humans energy ya f lgbt mh dvpit,,neutral
elisabethrogge,Mon Oct 25 13:11:19 +0000 2021,national city,"HSM X TODAY TONIGHT TOMORROW
Asexual stage manager Maisie and football star Derek already hate each other. His team joining the musical doesnât help, but making out might. Soon their secret fling starts to blur the line between love and hate.  #DVPit #YA #CR #LGBT #OWN",3,7,994,hsm x today tonight tomorrow asexual stage manager maisie and football star derek already hate each other his team joining the musical doesn t help but making out might soon their secret fling starts to blur the line between love and hate  dvpit ya cr lgbt own,hsm x today tonight tomorrow asexual stage manager maisie football star derek already hate team joining musical help making might soon secret fling starts blur line love hate dvpit ya cr lgbt,,neutral
shilpak777,Mon Oct 25 13:06:00 +0000 2021,National City,"While embarking on a rite of passage, diverse youth from lunar colonies unexpectedly crash land in a primitivist region of Earth where the narrator discovers that they are caught in a xenophobic political scheme. OWN #SFF #DVpit  #LGBT #POC #YA",0,0,27,while embarking on a rite of passage diverse youth from lunar colonies unexpectedly crash land in a primitivist region of earth where the narrator discovers that they are caught in a xenophobic political scheme own sff dvpit  lgbt poc ya,embarking rite passage diverse youth lunar colonies unexpectedly crash land primitivist region earth narrator discovers caught xenophobic political scheme sff dvpit lgbt poc ya,,neutral
alex_reaux,Mon Oct 25 12:50:01 +0000 2021,"New West, BC, Canada","BLACK MIRROR x GAY ROMEO+JULIET

Two 17 y.o. boys attempt to escape an imprisoning, government-mandated virtual reality program on a dying Earth in order to experience their star-crossed love â before the world as they know it comes to a tragic end.

#DVPit #LGBT #OWN #SF",0,2,8,black mirror x gay romeojuliet  two  yo boys attempt to escape an imprisoning governmentmandated virtual reality program on a dying earth in order to experience their starcrossed love   before the world as they know it comes to a tragic end  dvpit lgbt own sf,black mirror x gay romeojuliet two yo boys attempt escape imprisoning governmentmandated virtual reality program dying earth order experience starcrossed love world know comes tragic end dvpit lgbt sf,,neutral
alex_reaux,Mon Oct 25 12:29:01 +0000 2021,New York City,"BLACK MIRROR x GAY ROMEO+JULIET

Two 17 yo boys attempt to escape an imprisoning, government-mandated virtual reality program on a dying Earth in order to experience their star-crossed love â before the world as they know it comes to a tragic end.

#DVPit #LGBT #OWN #SF",1,0,8,black mirror x gay romeojuliet  two  yo boys attempt to escape an imprisoning governmentmandated virtual reality program on a dying earth in order to experience their starcrossed love   before the world as they know it comes to a tragic end  dvpit lgbt own sf,black mirror x gay romeojuliet two yo boys attempt escape imprisoning governmentmandated virtual reality program dying earth order experience starcrossed love world know comes tragic end dvpit lgbt sf,,neutral
shilpak777,Mon Oct 25 12:05:00 +0000 2021,"Newport Beach, CA","When her recently divorced mother is split into three younger versions of herself by an experimental therapy, a South Asian American teen must help them fulfill their unrealized wishes so that they can reintegrate. #OWN #SFF #DVpit  #LGBT #POC #YA",0,0,27,when her recently divorced mother is split into three younger versions of herself by an experimental therapy a south asian american teen must help them fulfill their unrealized wishes so that they can reintegrate own sff dvpit  lgbt poc ya,recently divorced mother split three younger versions experimental therapy south asian american teen must help fulfill unrealized wishes reintegrate sff dvpit lgbt poc ya,,neutral
obtusegoose,Mon Oct 25 10:53:54 +0000 2021,"Newport Beach, CA","@James_E_White âI know firsthand the honor and pride to serve my country in defense our Liberty.â

Our liberty? Who exactly is âourâ? Itâs clearly not LGBT Americans.

Please explain in detail how same-sex CIVIL marriage has negatively affected your life.

Oh, and FYI: Supreme Court &gt; Texas law",1,0,746,  i know firsthand the honor and pride to serve my country in defense our liberty   our liberty who exactly is  our  it s clearly not lgbt americans  please explain in detail how samesex civil marriage has negatively affected your life  oh and fyi supreme court gt texas law,know firsthand honor pride serve country defense liberty liberty exactly clearly lgbt americans please explain detail samesex civil marriage negatively affected life oh fyi supreme court gt texas law,,pro-lgbt
PamBrink,Mon Oct 25 09:55:49 +0000 2021,"Newport Beach, CA","Did comedian Dave Chappelle crack the LGBT edifice? - https://t.co/LcB6wJwVr0 

It continues to surprise me that biological facts are contentious ideas
and that speaking truth is punishable
even in comedy",2,0,1543,did comedian dave chappelle crack the lgbt edifice     it continues to surprise me that biological facts are contentious ideas and that speaking truth is punishable even in comedy,comedian dave chappelle crack lgbt edifice continues surprise biological facts contentious ideas speaking truth punishable even comedy,,neutral
raishiin,Mon Oct 25 08:41:45 +0000 2021,"Newport Beach, CA",@CanisRidens Hopefully that's the truth because if they were simply refusing service to LGBT individuals and talking half the shit I heard... Ouch,0,0,93, hopefully that is the truth because if they were simply refusing service to lgbt individuals and talking half the shit i heard ouch,hopefully truth simply refusing service lgbt individuals talking half shit heard ouch,,neutral
konguriddik08,Mon Oct 25 08:13:05 +0000 2021,north hollywood,"@PinkRangerLB conversation was being started suddenly we get this effort to try and alter history, rewrite and defend the toxic behavior of a LOT of chronically online LGBT people and attempt to pass it off as not toxic. It's too fresh in people's minds, that's not going to work.",0,0,41, conversation was being started suddenly we get this effort to try and alter history rewrite and defend the toxic behavior of a lot of chronically online lgbt people and attempt to pass it off as not toxic it is too fresh in people is minds that is not going to work,conversation started suddenly get effort try alter history rewrite defend toxic behavior lot chronically online lgbt people attempt pass toxic fresh people minds going work,,anti-lgbt
s_Elizabeth_a,Mon Oct 25 07:59:58 +0000 2021,northern california,My dad was kind enough to buy me prescription sunglasses from Costco today ð¥º very pro lgbt of him,3,0,131,my dad was kind enough to buy me prescription sunglasses from costco today   very pro lgbt of him,dad kind enough buy prescription sunglasses costco today pro lgbt,,neutral
konguriddik08,Mon Oct 25 07:59:00 +0000 2021,Northern California,"@PinkRangerLB The reality is a whole lot of LGBT people were ready to jump to try and ""save"" JK because they identified deeply with her art, and the vast majority of LGBT people wouldn't see themselves in the kind of art Dave makes, so there's less investment in that artist.",4,0,41, the reality is a whole lot of lgbt people were ready to jump to try and save jk because they identified deeply with her art and the vast majority of lgbt people would not see themselves in the kind of art dave makes so there is less investment in that artist,reality whole lot lgbt people ready jump try save jk identified deeply art vast majority lgbt people would see kind art dave makes less investment artist,,pro-lgbt
ebooklingo,Mon Oct 25 07:30:05 +0000 2021,Norwalk,"Having It All by Larissa Johns

ð https://t.co/PYHWh2lFTG

#BookBoost #WritingCommunity #BookPromo #BookPlug #BookLover #BookBuzz #Family #LGBT #IVF #contemporarywomen #baby https://t.co/Vb20RcmH6R",0,0,5783,having it all by larissa johns      bookboost writingcommunity bookpromo bookplug booklover bookbuzz family lgbt ivf contemporarywomen baby ,larissa johns bookboost writingcommunity bookpromo bookplug booklover bookbuzz family lgbt ivf contemporarywomen baby,,neutral
Kor0Friend,Mon Oct 25 06:46:04 +0000 2021,NYC â Las Vegas,"My step dad tries his best to understand his LGBT+ kids (he has a ways to go, always willing to learn) and treats my mom like a queen. Theyâve been married for 13 years now. He didnât and doesnât deserve that treatment. Itâs obvious why he isnât a cop and only lasted a few years.",2,0,300,my step dad tries his best to understand his lgbt kids he has a ways to go always willing to learn and treats my mom like a queen they ve been married for  years now he didn t and doesn t deserve that treatment it s obvious why he isn t a cop and only lasted a few years,step dad tries best understand lgbt kids ways go always willing learn treats mom like queen married years deserve treatment obvious cop lasted years,,pro-lgbt
nubia_kg,Mon Oct 25 06:29:13 +0000 2021,"Nye County, NV. U.S.A.",@TOKiMONSTA in that wig ð¥° something lgbt is happening to me,1,0,265, in that wig   something lgbt is happening to me,wig something lgbt happening,,neutral
FinchJayMirai,Mon Oct 25 06:26:31 +0000 2021,Ontario,"@TheBrando2 I quitted that place since it began discussing toxic politics more than games. Same on TumblrInAction and other 'gamers live matter, fxxx females and LGBT' subs. (especially TLoU2 sub)",0,0,4935, i quitted that place since it began discussing toxic politics more than games same on tumblrinaction and other gamers live matter fxxx females and lgbt subs especially  sub,quitted place since began discussing toxic politics games tumblrinaction gamers live matter fxxx females lgbt subs especially sub,,neutral
diwatakomiks,Mon Oct 25 06:25:09 +0000 2021,Ontario,"Meet our US-based #DiwataKomiks team (from left) Joe, Erica, and Mark.

We're a multigenerational, multicultural, #female-founded, and part #LGBT-owned #FilAm creative team!

#comiccreators #storytellers #diversity #representationmatters https://t.co/p3m7qkPOmM",3,2,44,meet our usbased diwatakomiks team from left joe erica and mark  we are a multigenerational multicultural femalefounded and part lgbtowned filam creative team  comiccreators storytellers diversity representationmatters ,meet usbased diwatakomiks team left joe erica mark multigenerational multicultural femalefounded part lgbtowned filam creative team comiccreators storytellers diversity representationmatters,,neutral
bythesea66,Mon Oct 25 06:08:56 +0000 2021,Ontario,Sydney Could Have An LGBT Museum By 2023 https://t.co/ajXo52e6fb,0,0,4969,sydney could have an lgbt museum by  ,sydney could lgbt museum,,neutral
WeHoLove,Mon Oct 25 05:47:26 +0000 2021,Ontario,#joshdelrosso #justindator_35 #RSWeHo #RoccosWeHo #roccettes #Sunday Funday #weho #lgbt #RoccosWeHo #RSWeHo #jimmyahall #GayWeHo https://t.co/8Y5kMtnZ5e https://t.co/x1nfbfXI9W,1,0,38855,joshdelrosso  rsweho roccosweho roccettes sunday funday weho lgbt roccosweho rsweho jimmyahall gayweho  ,joshdelrosso rsweho roccosweho roccettes sunday funday weho lgbt roccosweho rsweho jimmyahall gayweho,,neutral
LakersPepC,Mon Oct 25 04:35:38 +0000 2021,Ontario ,"@AlphieFoxLoaf If i ever was lgbt and then told my parents, i know for a fact my mom would accept me. My dad, he would accept me but not to the same degree as my mom",3,0,770, if i ever was lgbt and then told my parents i know for a fact my mom would accept me my dad he would accept me but not to the same degree as my mom,ever lgbt told parents know fact mom would accept dad would accept degree mom,,neutral
Spider_canyon,Mon Oct 25 04:31:52 +0000 2021,"Ontario, CA","@dancanon @Ordinarybrotha Lgbt activists who argued that litigants were making a mistake ârushingâ SSM to the Court have been proved wrong. We barely made it, before the extreme rightward turn. Obergefall would not be possible now, any probably not for at least a generation",13,1,1627,  lgbt activists who argued that litigants were making a mistake  rushing  ssm to the court have been proved wrong we barely made it before the extreme rightward turn obergefall would not be possible now any probably not for at least a generation,lgbt activists argued litigants making mistake rushing ssm court proved wrong barely made extreme rightward turn obergefall would possible probably least generation,,neutral
ebooklingo,Mon Oct 25 04:30:07 +0000 2021,"Ontario, CA","Having It All by Larissa Johns

ð https://t.co/PYHWh2lFTG

#BookBoost #WritingCommunity #BookPromo #BookPlug #BookLover #BookBuzz #Family #LGBT #IVF #contemporarywomen #baby https://t.co/qlHJaKk9P1",0,0,5783,having it all by larissa johns      bookboost writingcommunity bookpromo bookplug booklover bookbuzz family lgbt ivf contemporarywomen baby ,larissa johns bookboost writingcommunity bookpromo bookplug booklover bookbuzz family lgbt ivf contemporarywomen baby,,neutral
gaymlm,Mon Oct 25 04:30:05 +0000 2021,"Ontario, CA","Rainbow Stripes awards to launch, showcasing businesses&amp;#039; efforts in LGBT equality | News and Star - News &amp; S... https://t.co/mv24V4UgsN",1,1,17103,rainbow stripes awards to launch showcasing businesses efforts in lgbt equality  news and star  news  s ,rainbow stripes awards launch showcasing businesses efforts lgbt equality news star news,,pro-lgbt
ohhh_ry,Mon Oct 25 03:57:03 +0000 2021,"Orange County, CA",@TidesEnd2021 You do realize the US was the same for most of its history and white conservative states are doing their damndest to drag LGBT+ rights back in the opposite direction?,0,0,481, you do realize the us was the same for most of its history and white conservative states are doing their damndest to drag lgbt rights back in the opposite direction,realize us history white conservative states damndest drag lgbt rights back opposite direction,,neutral
ButterflyLachoi,Mon Oct 25 03:08:43 +0000 2021,"Orange County, CA",Hillsboro High School students say play canceled after complaints about gay character https://t.co/wgjYJBl6Er,0,0,1414,hillsboro high school students say play canceled after complaints about gay character ,hillsboro high school students say play canceled complaints gay character,,anti-lgbt
LPeterP,Mon Oct 25 03:05:14 +0000 2021,"Orange County, CA","@SFsurveyor @EricBoehlert @AuthorKimberley @axios Whatâs wrong with them is theyâve spouted hate for many years, against liberals, LGBT, immigrants, Hillaryâ¦",2,0,87,    what s wrong with them is they ve spouted hate for many years against liberals lgbt immigrants hillary ,wrong spouted hate many years liberals lgbt immigrants hillary,,neutral
HisLgbt,Mon Oct 25 03:03:05 +0000 2021,"Orange County, CA","Free arts program for LGBTQ youth and allies ages 13-18, in Simi Valley, CA!  @svculturalartsctr 
#lgbtqyouth #lgbtq #lgbt #lgbtally #lgbtart https://t.co/B06RNyWAvu",2,1,44,free arts program for lgbtq youth and allies ages  in simi valley ca    lgbtqyouth lgbtq lgbt lgbtally lgbtart ,free arts program lgbtq youth allies ages simi valley ca lgbtqyouth lgbtq lgbt lgbtally lgbtart,,pro-lgbt
xavierck3d,Mon Oct 25 02:41:00 +0000 2021,"Orange County, CA",@Beavs @coyotehackles @krismas_a Is this a low budget LGBT+ teen romance movie poster,2,0,2134,   is this a low budget lgbt teen romance movie poster,low budget lgbt teen romance movie poster,,neutral
APMC1985,Mon Oct 25 01:46:13 +0000 2021,"Orange County, California","@GotHeart2003 @RonFilipkowski Since those rules started infringing upon alt-right viewpoints. Supporting big business made sense to Cons in the 80s, because their values were big businessâs values. Now that following science, supporting LGBT &amp; social justice are the values of big business, theyâre against it.",2,0,3184,  since those rules started infringing upon altright viewpoints supporting big business made sense to cons in the  because their values were big business s values now that following science supporting lgbt  social justice are the values of big business they re against it,since rules started infringing upon altright viewpoints supporting big business made sense cons values big business values following science supporting lgbt social justice values big business,,neutral
MadamRoastBeef,Mon Oct 25 01:00:49 +0000 2021,"Over the Rainbow, CA",HIII! I HOPE THAT UR HAVING A WONDERFUL NIGHT! IM #LIVE RIGHT NOW! &amp; WE'RE PLAYIN #Fortnite COME SAY HIII &amp; LEMME LOVE YA! #FortniteBR #FortniteClips #Gamer #Gaymer #LGBT #LGBTQ #twitchstreaming #SmallStreamerConnect #FortniteBattleRoyale #FortniteSeason8  https://t.co/LtLrGJmzLW,9,5,1542,hiii i hope that ur having a wonderful night im live right now  we are playin fortnite come say hiii  lemme love ya fortnitebr fortniteclips gamer gaymer lgbt lgbtq twitchstreaming smallstreamerconnect fortnitebattleroyale   ,hiii hope ur wonderful night im live right playin fortnite come say hiii lemme love ya fortnitebr fortniteclips gamer gaymer lgbt lgbtq twitchstreaming smallstreamerconnect fortnitebattleroyale,,neutral
makeartnotalice,Mon Oct 25 00:28:03 +0000 2021,"Over the Rainbow, CA","there is a significant culture difference between EU servers and NA servers in terms of how accepting they are of LGBT folks, how tolerant they are of racism -- and that isn't to say NA doesn't have these problems (because it really does!) but somehow EU is infinitely worse",0,0,150,there is a significant culture difference between eu servers and na servers in terms of how accepting they are of lgbt folks how tolerant they are of racism  and that is not to say na does not have these problems because it really does but somehow eu is infinitely worse,significant culture difference eu servers na servers terms accepting lgbt folks tolerant racism say na problems really somehow eu infinitely worse,,anti-lgbt
