user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
Edk_Kyles,Tue Oct 26 14:17:49 +0000 2021,"Monroe, LA","@lgbt @LGBTfdn @LALGBTCenter yall thinking it's cool to go against The Most High.. Nall it dnt work that way read the Bible yall will find out that 144,000 ppl are going to make it in the kingdom of heaven let that soak in. You evil mfs https://t.co/WMfsOucko4",0,0,2078,   yall thinking it is cool to go against the most high nall it dnt work that way read the bible yall will find out that  ppl are going to make it in the kingdom of heaven let that soak in you evil mfs ,yall thinking cool go high nall dnt work way read bible yall find ppl going make kingdom heaven let soak evil mfs,,neutral
Edk_Kyles,Tue Oct 26 14:15:25 +0000 2021,"Monroe, LA","The whole @LGBT @LGBTfdn yall burning in hell. Fuckin these kids heads up, ppl can't even watch TV or play a fuckin game without it being gay shit. Yall parents should've been gay, yall asses wouldn't be here today. The Most High said "" Man for woman Woman for man.",0,0,2078,the whole   yall burning in hell fuckin these kids heads up ppl can not even watch tv or play a fuckin game without it being gay shit yall parents should have been gay yall asses would not be here today the most high said  man for woman woman for man,whole yall burning hell fuckin kids heads ppl even watch tv play fuckin game without gay shit yall parents gay yall asses would today high said man woman woman man,,pro-lgbt
ripleylamarr,Sat Oct 30 12:45:54 +0000 2021,"Montgomery, AL",I need to follow more lgbt animal crossing players... where are ya'll at??,18,0,1545,i need to follow more lgbt animal crossing players where are ya will at,need follow lgbt animal crossing players ya,,neutral
newsouthbooks,Mon Oct 25 20:03:12 +0000 2021,"Montgomery, Alabama","We hope that the literary community in Alabama will continue to be led by talented people of color, talented women, talented members of the LGBT community, people like Jones and poet Jacqueline Trimble, author of American Happiness: https://t.co/8f33Saxc0z. https://t.co/mV93LRV1Ep",1,0,523,we hope that the literary community in alabama will continue to be led by talented people of color talented women talented members of the lgbt community people like jones and poet jacqueline trimble author of american happiness  ,hope literary community alabama continue led talented people color talented women talented members lgbt community people like jones poet jacqueline trimble author american happiness,,pro-lgbt
Tangerine_FL,Sun Oct 24 16:48:31 +0000 2021,"Mount Dora, FL","Baldwin will not be the last white man to point a gun at a woman, and then follow by pulling the trigger. He will not be the last white man to pay his way out of this mess. 
Would liberals be outraged had the person been black or part of the LGBT community?",0,0,1078,baldwin will not be the last white man to point a gun at a woman and then follow by pulling the trigger he will not be the last white man to pay his way out of this mess  would liberals be outraged had the person been black or part of the lgbt community,baldwin last white man point gun woman follow pulling trigger last white man pay way mess would liberals outraged person black part lgbt community,,neutral
RogerBoiii,Fri Oct 29 18:31:59 +0000 2021,"Murfreesboro, TN","@DonHuffines @GregAbbott_TX 42% of lgbt teens considered suicide. Almost half, and this is your stance? Disgusting. This is life and death. Saving just one life is worth it. Ã¢ÂÂAll lives matterÃ¢ÂÂright??",0,0,343,   of lgbt teens considered suicide almost half and this is your stance disgusting this is life and death saving just one life is worth it  all lives matter right,lgbt teens considered suicide almost half stance disgusting life death saving one life worth lives matter right,,anti-lgbt
saintmickey3,Tue Oct 26 14:29:20 +0000 2021,"Murfreesboro, TN","Dave Chappelle made jokes about lgbt people and they canÃ¢ÂÂt take a joke so they say itÃ¢ÂÂs bullying and harassment when you donÃ¢ÂÂt have to pay any attention to it at all. You somehow think other people should care how you feel, when u donÃ¢ÂÂt care how Dave feels.",0,0,138,dave chappelle made jokes about lgbt people and they can t take a joke so they say it s bullying and harassment when you don t have to pay any attention to it at all you somehow think other people should care how you feel when u don t care how dave feels,dave chappelle made jokes lgbt people take joke say bullying harassment pay attention somehow think people care feel u care dave feels,,anti-lgbt
jw0595,Fri Oct 22 15:35:56 +0000 2021,Nashville ,@mctinney @hamby_daniel @NEVERTAKE1T @SawDustMaker88 @ThreeTwoEephus You trying to say it's more inclusive to exclude those kids?  That's quite a leap of logic. Show me some proof that gay kids are bullied more than obese kids?  You don't even know what kids are LGBT unless they tell you.,0,0,144,     you trying to say it is more inclusive to exclude those kids  that is quite a leap of logic show me some proof that gay kids are bullied more than obese kids  you do not even know what kids are lgbt unless they tell you,trying say inclusive exclude kids quite leap logic show proof gay kids bullied obese kids even know kids lgbt unless tell,,anti-lgbt
fakelifekjapa,Sun Oct 31 03:11:04 +0000 2021,"Nashville, TN",Something lgbt happened https://t.co/hS9N3O5Q2B,16,1,230,something lgbt happened ,something lgbt happened,,neutral
tankmctankytank,Sat Oct 30 21:50:39 +0000 2021,"Nashville, TN",@princess_tude thereÃ¢ÂÂs an intentional effort to say that because democrats pretend to be anti racist that anti racism is bourgeoise liberalism. Because Dems pretend to be for lgbt rights you must be against Seeing socialists cashing in on Ã¢ÂÂculture warÃ¢ÂÂ nonsense or getting swept up in it sucks.,3,0,387, there s an intentional effort to say that because democrats pretend to be anti racist that anti racism is bourgeoise liberalism because dems pretend to be for lgbt rights you must be against seeing socialists cashing in on  culture war  nonsense or getting swept up in it sucks,intentional effort say democrats pretend anti racist anti racism bourgeoise liberalism dems pretend lgbt rights must seeing socialists cashing culture war nonsense getting swept sucks,,pro-lgbt
MagixNexus,Sat Oct 30 03:16:56 +0000 2021,"Nashville, TN",@Cubbystruggles Since they're doing LGBT+ (Which I feel like is still gonna be hated by the same community its for.) I wonder if dbd will end up making a Satanist survivor? Ã°ÂÂ¤Â since we're using community representation as a reason for these new characters to be made.,1,0,66, since they are doing lgbt which i feel like is still gonna be hated by the same community its for i wonder if dbd will end up making a satanist survivor   since we are using community representation as a reason for these new characters to be made,since lgbt feel like still gonna hated community wonder dbd end making satanist survivor since using community representation reason new characters made,,pro-lgbt
NVR4District8,Fri Oct 29 22:07:05 +0000 2021,"Nashville, TN","#LGBT politicians running for office hits new off-year record in 2021.  

Who will run in Nashville in 2023? https://t.co/tMiixcwqXH",1,0,976,lgbt politicians running for office hits new offyear record in     who will run in nashville in  ,lgbt politicians running office hits new offyear record run nashville,,neutral
KatteNoel,Fri Oct 29 18:24:08 +0000 2021,"Nashville, TN","Ã°ÂÂÂÃ¯Â¸Â Animation Demo Reel Ã°ÂÂÂÃ¯Â¸Â

I'm Katte, an Ã°ÂÂÂLGBTÃ°ÂÂÂ voice talent with a pro home studio who's ready to bring your animated characters to life! Ã°ÂÂÂ«

Ã°ÂÂÂ§ Email: kattenoel@gmail.com
Ã°ÂÂÂ» Website: https://t.co/RMt8GHYlbo

#animation #voiceover #voiceactor #voiceactress #demoreel https://t.co/Jnseu0jrzv",74,18,1131,   animation demo reel     i am katte an  lgbt  voice talent with a pro home studio who is ready to bring your animated characters to life      email kattenoel   website   animation voiceover voiceactor voiceactress demoreel ,animation demo reel katte lgbt voice talent pro home studio ready bring animated characters life email kattenoel website animation voiceover voiceactor voiceactress demoreel,,neutral
VUmedicine,Fri Oct 29 14:01:34 +0000 2021,"Nashville, TN","October is LGBT History Month. Today, we highlight LGBT MD, our student organization dedicated to educating students and staff about LGBT health issues and disparities while providing support for students and allies. #VandyMed

Read more about LGBT MD: https://t.co/vrOV3ziw6i",2,0,573,october is lgbt history month today we highlight lgbt md our student organization dedicated to educating students and staff about lgbt health issues and disparities while providing support for students and allies vandymed  read more about lgbt md ,october lgbt history month today highlight lgbt md student organization dedicated educating students staff lgbt health issues disparities providing support students allies vandymed read lgbt md,,pro-lgbt
daena_music,Thu Oct 28 22:17:06 +0000 2021,"Nashville, TN","Happy 1 month birthday Just the Girl Ã°ÂÂÂÃ¢ÂÂ¨ Thank you to @WeConnect_LGBT for this amazing spread in their new issue!!! Ã°ÂÂ¤Â©Ã°ÂÂÂ And thank you to every single one of you who have listened so far. It means more than yÃ¢ÂÂall know Ã°ÂÂÂ 
Check out the full feature: https://t.co/5LDk2akVRc https://t.co/j8BXt4mGUH",3,0,1051,happy  month birthday just the girl    thank you to  for this amazing spread in their new issue    and thank you to every single one of you who have listened so far it means more than y all know    check out the full feature  ,happy month birthday girl thank amazing spread new issue thank every single one listened far means know check full feature,,pro-lgbt
daena_music,Thu Oct 28 22:15:10 +0000 2021,"Nashville, TN",@WeConnect_LGBT Thank you SO much for the incredible feature and love on this song!! Y'all are amazing Ã°ÂÂÂÃ°ÂÂÂ,0,0,1051, thank you so much for the incredible feature and love on this song yall are amazing   ,thank much incredible feature love song yall amazing,,pro-lgbt
komcoreesh,Thu Oct 28 17:16:23 +0000 2021,"Nashville, TN",@PoliJunkie20 @SchmittNYC Girl sex offenders and domestic violence republicans love to defend other sex offenders. ThatÃ¢ÂÂs why theyÃ¢ÂÂre so excited about Dave Chappelle inspiring violence against the lgbt,0,0,335,  girl sex offenders and domestic violence republicans love to defend other sex offenders that s why they re so excited about dave chappelle inspiring violence against the lgbt,girl sex offenders domestic violence republicans love defend sex offenders excited dave chappelle inspiring violence lgbt,,anti-lgbt
JonTweetsWhat,Thu Oct 28 16:38:43 +0000 2021,"Nashville, TN","If youÃ¢ÂÂre having issues with your recorsing studio, check out @dnr_studios ! They are LGBT owned and operated, located in NYC and I hear theyÃ¢ÂÂre great! https://t.co/oCdKOJo5UV",0,0,561,if you re having issues with your recorsing studio check out   they are lgbt owned and operated located in nyc and i hear they re great ,issues recorsing studio check lgbt owned operated located nyc hear great,,neutral
thatsotyler,Wed Oct 27 16:34:43 +0000 2021,"Nashville, TN","im becoming way more hypersensitive regarding anything lgbt related, any ill feeling towards lgbt ppl will not be tolerated and checks will be handed at the door proceed with caution https://t.co/8xkpfRFSni",1,0,200,im becoming way more hypersensitive regarding anything lgbt related any ill feeling towards lgbt ppl will not be tolerated and checks will be handed at the door proceed with caution ,im becoming way hypersensitive regarding anything lgbt related ill feeling towards lgbt ppl tolerated checks handed door proceed caution,,pro-lgbt
JenniferLedbet7,Wed Oct 27 16:28:54 +0000 2021,"Nashville, TN","Ever seen a liberal gay Couple target a Muslim owned business or service regarding discrimination? If so, I would like to hear about it. Many Muslim countries kill and torture gay people, yet liberals never say a word #LGBT #LGBTQ #Chappelle #trans",3,0,159,ever seen a liberal gay couple target a muslim owned business or service regarding discrimination if so i would like to hear about it many muslim countries kill and torture gay people yet liberals never say a word lgbt lgbtq chappelle trans,ever seen liberal gay couple target muslim owned business service regarding discrimination would like hear many muslim countries kill torture gay people yet liberals never say word lgbt lgbtq chappelle trans,,pro-lgbt
southsidestoryx,Tue Oct 26 23:24:15 +0000 2021,"Nashville, TN","@therainbowpill4 I would say simply for your protagonist being genderqueer that makes an LGBT tag sensible! Being bi, I definitely recognize that weÃ¢ÂÂre queer regardless of what kind of relationship weÃ¢ÂÂre in (if any) but in terms of how to market, IÃ¢ÂÂm still figuring it out Ã°ÂÂÂ",1,0,413, i would say simply for your protagonist being genderqueer that makes an lgbt tag sensible being bi i definitely recognize that we re queer regardless of what kind of relationship we re in if any but in terms of how to market i m still figuring it out  ,would say simply protagonist genderqueer makes lgbt tag sensible bi definitely recognize queer regardless kind relationship terms market still figuring,,pro-lgbt
idk_mybffWill,Tue Oct 26 22:58:46 +0000 2021,"Nashville, TN",@DaviCrimmins But what do we think will happen if thereÃ¢ÂÂs such a negative tone toward the black LGBT community. LetÃ¢ÂÂs not forget how many black trans women alone were murdered in 2020! https://t.co/hj8fpyKmCc @ImMoeMitch THIS is the problem.,2,0,518, but what do we think will happen if there s such a negative tone toward the black lgbt community let s not forget how many black trans women alone were murdered in    this is the problem,think happen negative tone toward black lgbt community let forget many black trans women alone murdered problem,,anti-lgbt
southsidestoryx,Tue Oct 26 19:11:37 +0000 2021,"Nashville, TN",Romance authors who are pitching f/m novels with bisexual leads: do you use the #LGBT tag? (I'm queer myself and both my heroine and hero are bi),1,1,413,romance authors who are pitching fm novels with bisexual leads do you use the lgbt tag i am queer myself and both my heroine and hero are bi,romance authors pitching fm novels bisexual leads use lgbt tag queer heroine hero bi,,neutral
JayRocha01,Tue Oct 26 13:28:54 +0000 2021,"Nashville, TN",It doesn't make much sense that people have a problem with what @PieterLValk said in the @Trevecca chapel last night when his whole job is helping churches be more inclusive of LGBT+ individuals,0,0,133,it does not make much sense that people have a problem with what  said in the  chapel last night when his whole job is helping churches be more inclusive of lgbt individuals,make much sense people problem said chapel last night whole job helping churches inclusive lgbt individuals,,anti-lgbt
TreveccaLgbt,Tue Oct 26 06:36:32 +0000 2021,"Nashville, TN","@jjmann17 Lgbt inclusion isn't an issue, bud. Homophobes are an issue.",1,0,269, lgbt inclusion is not an issue bud homophobes are an issue,lgbt inclusion issue bud homophobes issue,,pro-lgbt
Lexibooabdl,Mon Oct 25 00:08:25 +0000 2021,"Nashville, TN","The LGBT community

If you don't know what anime this is then how dare you lmao https://t.co/zpLNqoOuCT https://t.co/HF1a2uDBru",2,0,606,the lgbt community  if you do not know what anime this is then how dare you lmao  ,lgbt community know anime dare lmao,,neutral
JoshuaHerr6,Sun Oct 24 05:50:12 +0000 2021,"Nashville, TN",Baron Harkonnen in Dune is supposed to be a homosexual pedophile.  It's essential to his character. I find it disturbing that this was omitted from the movie out of misguided LGBT political correctness.,32,0,624,baron harkonnen in dune is supposed to be a homosexual pedophile  it is essential to his character i find it disturbing that this was omitted from the movie out of misguided lgbt political correctness,baron harkonnen dune supposed homosexual pedophile essential character find disturbing omitted movie misguided lgbt political correctness,,anti-lgbt
raedew_valley,Sat Oct 23 00:17:41 +0000 2021,"Nashville, TN","i donÃ¢ÂÂt know if people consider this queer baiting but personally i love the representation of not only poly relationships but lgbt relationships in places where they arenÃ¢ÂÂt required. this video was hilarious and although i donÃ¢ÂÂt ship them irl, i think their character",2,0,62,i don t know if people consider this queer baiting but personally i love the representation of not only poly relationships but lgbt relationships in places where they aren t required this video was hilarious and although i don t ship them irl i think their character,know people consider queer baiting personally love representation poly relationships lgbt relationships places required video hilarious although ship irl think character,,anti-lgbt
YouKnowZach,Fri Oct 22 23:06:23 +0000 2021,"Nashville, TN",applaud lgbt https://t.co/3evQaeZcxD,22,1,1274,applaud lgbt ,applaud lgbt,,pro-lgbt
tankmctankytank,Fri Oct 22 19:10:31 +0000 2021,"Nashville, TN",When lgbt people struggle and itÃ¢ÂÂs called liberalism by Ã¢ÂÂsocialistsÃ¢ÂÂ thatÃ¢ÂÂs a problem. Ã¢ÂÂSocialistsÃ¢ÂÂ calling the people elite liberals to earn Ã¢ÂÂanti wokeÃ¢ÂÂ points on social media are fucking bizarre.,3,1,387,when lgbt people struggle and it s called liberalism by  socialists  that s a problem  socialists  calling the people elite liberals to earn  anti woke  points on social media are fucking bizarre,lgbt people struggle called liberalism socialists problem socialists calling people elite liberals earn anti woke points social media fucking bizarre,,anti-lgbt
Vballdaddy,Sun Oct 31 04:16:50 +0000 2021,New Orleans,LGBT Speaker KICKED OUT of School Board Meeting For Reading Explicit Chi... https://t.co/i1E2XwucYt via @YouTube --BUT IT'S OK FOR SCHOOL KIDS?!,2,1,1541,lgbt speaker kicked out of school board meeting for reading explicit chi  via  but it is ok for school kids,lgbt speaker kicked school board meeting reading explicit chi via ok school kids,,neutral
Vballdaddy,Sun Oct 31 04:11:10 +0000 2021,New Orleans,LGBT Speaker KICKED OUT of School Board Meeting For Reading Explicit Chi... https://t.co/i1E2XwucYt via @YouTube,0,0,1541,lgbt speaker kicked out of school board meeting for reading explicit chi  via ,lgbt speaker kicked school board meeting reading explicit chi via,,neutral
HylianTom,Tue Oct 26 11:19:20 +0000 2021,New Orleans,"@Toadsanime It's depressing.  And it seems like the US' path isn't too dissimilar.

What's more.. I see young LGBT people (and ""allies"") claiming there's no point in voting, saying there's no difference between candidates, whining about ""woke"" people..

It's frightening.",3,1,896, it is depressing  and it seems like the us path is not too dissimilar  what is more i see young lgbt people and allies claiming there is no point in voting saying there is no difference between candidates whining about woke people  it is frightening,depressing seems like us path dissimilar see young lgbt people allies claiming point voting saying difference candidates whining woke people frightening,,pro-lgbt
NightsOutlaw,Sun Oct 31 00:49:50 +0000 2021,New Orleans ,@MamasGeeky @CosmicWonderYT Who says they hate diversity and LGBT? Straw Man?,0,0,153,  who says they hate diversity and lgbt straw man,says hate diversity lgbt straw man,,anti-lgbt
NightsOutlaw,Tue Oct 26 01:17:50 +0000 2021,New Orleans ,"@NotAPersonsArt @CaptainPikeachu @daveTgeek @Bubba_GeekHero That's insane and absurd. SJWs support people losing jobs over pronoun usage. Anything that could even be nuanced as being bigotry against the LGBT spectrum. How is that a ""center right"" position? Define Left and Right wing from your warped perception, lol",0,0,153,    that is insane and absurd sjws support people losing jobs over pronoun usage anything that could even be nuanced as being bigotry against the lgbt spectrum how is that a center right position define left and right wing from your warped perception lol,insane absurd sjws support people losing jobs pronoun usage anything could even nuanced bigotry lgbt spectrum center right position define left right wing warped perception lol,,pro-lgbt
TheRHancock19,Fri Oct 29 18:47:21 +0000 2021,"New Orleans, LA","@KbWholesome Trans ppl, lgbt community, sexual assault, domestic violence, fat jokes",1,0,1282, trans ppl lgbt community sexual assault domestic violence fat jokes,trans ppl lgbt community sexual assault domestic violence fat jokes,,pro-lgbt
natlyjune,Fri Oct 29 15:47:56 +0000 2021,"New Orleans, LA","@AMA06505356 @Sturgeons_Law The BBC TERF panic article really skimmed over that the actual issue is these fringe TERF groups attempting to just ban trans women or at least high key alienate them from ""lesbian events"" for the last few years. No one in the LGBT community likes them, they're divisive &amp; weird.",0,0,691,  the bbc terf panic article really skimmed over that the actual issue is these fringe terf groups attempting to just ban trans women or at least high key alienate them from lesbian events for the last few years no one in the lgbt community likes them they are divisive  weird,bbc terf panic article really skimmed actual issue fringe terf groups attempting ban trans women least high key alienate lesbian events last years one lgbt community likes divisive weird,,pro-lgbt
NolAguys,Thu Oct 28 15:41:42 +0000 2021,"New Orleans, LA","BRB, gotta run out &amp; buy some @Doritos &amp; @Kleenex real quick!
https://t.co/RONwiAGliY",1,1,516,brb gotta run out  buy some    real quick ,brb gotta run buy real quick,,neutral
Ryan_Kurr,Thu Oct 28 14:37:43 +0000 2021,"New Orleans, LA","Check out my interview where I answer questions about my writing process, characters and more!

https://t.co/ooaalHxJNv

#writer #writingcommmunity #books #darkfantasy #sagesmokeandfire #writerslift #halloween #lgbt #LGBTQ #kindle #magic #witch #witchcraft #book",0,0,913,check out my interview where i answer questions about my writing process characters and more    writer writingcommmunity books darkfantasy sagesmokeandfire writerslift halloween lgbt lgbtq kindle magic witch witchcraft book,check interview answer questions writing process characters writer writingcommmunity books darkfantasy sagesmokeandfire writerslift halloween lgbt lgbtq kindle magic witch witchcraft book,,pro-lgbt
MoeThing1,Wed Oct 27 13:53:39 +0000 2021,"New Orleans, LA",@patriottakes I thought they hated LGBT people? Ã°ÂÂ¤Â,0,0,110, i thought they hated lgbt people  ,thought hated lgbt people,,anti-lgbt
justsaia,Tue Oct 26 05:05:49 +0000 2021,"New Orleans, LA",itÃ¢ÂÂs so sad seeing black men showing prejudice vs the LGBT+ community. (Not talking Dave Chapelle cuz yall missed the whole point of the special),2,0,1054,it s so sad seeing black men showing prejudice vs the lgbt community not talking dave chapelle cuz yall missed the whole point of the special,sad seeing black men showing prejudice vs lgbt community talking dave chapelle cuz yall missed whole point special,,anti-lgbt
DJannerson,Mon Oct 25 12:01:00 +0000 2021,"New Orleans, LA","THE IVIES x GIRLS IÃ¢ÂÂVE BEEN
My brother made plans to move us out, away from MomÃ¢ÂÂs inspirational blog about my t1 diabetes. The next day, he was dead.
The more I dig into my communityÃ¢ÂÂs secrets, the more questions I have. What happened to Noah, and am I safe?
#DVpit #YA #DIS #LGBT",1,8,876,the ivies x girls i ve been my brother made plans to move us out away from mom s inspirational blog about my  diabetes the next day he was dead the more i dig into my community s secrets the more questions i have what happened to noah and am i safe dvpit ya dis lgbt,ivies x girls brother made plans move us away mom inspirational blog diabetes next day dead dig community secrets questions happened noah safe dvpit ya dis lgbt,,neutral
FrancisD__,Sat Oct 23 21:53:37 +0000 2021,"New Orleans, LA",If you liked the movie Lady in the water as a kid how is it being an LGBT?,1,0,47,if you liked the movie lady in the water as a kid how is it being an lgbt,liked movie lady water kid lgbt,,neutral
GavMRich2786,Sat Oct 23 18:56:40 +0000 2021,"New Orleans, LA","@tariqnasheed Right.  I notice the LGBT umbrella in the bottom right corner, Flex.",0,0,629, right  i notice the lgbt umbrella in the bottom right corner flex,right notice lgbt umbrella bottom right corner flex,,neutral
cr701691347,Sat Oct 23 04:11:24 +0000 2021,"New Orleans, LA",@jerry_yurina Lgbt couple in ure dreams,5,0,8, lgbt couple in ure dreams,lgbt couple ure dreams,,neutral
gstictac,Mon Oct 25 23:56:22 +0000 2021,"North Little Rock, AR",@Chican3ry You all are a trip.  Where were you all at when Arkansas passed multiple anti-trans laws? No where but giving the state your money 3 months later hosting your LGBT nationwide event.  But you sure know how to go after a black man.,2,0,193, you all are a trip  where were you all at when arkansas passed multiple antitrans laws no where but giving the state your money  months later hosting your lgbt nationwide event  but you sure know how to go after a black man,trip arkansas passed multiple antitrans laws giving state money months later hosting lgbt nationwide event sure know go black man,,neutral
gstictac,Fri Oct 22 14:13:10 +0000 2021,"North Little Rock, AR",@imarajones @globeandmail @netflix You know what bothers me is he spoke on other issues but of course the LGBT community made it all about them. That comedy special is not going to make anyone go seek and kill and trans person. Ã°ÂÂÂ,4,0,193,   you know what bothers me is he spoke on other issues but of course the lgbt community made it all about them that comedy special is not going to make anyone go seek and kill and trans person  ,know bothers spoke issues course lgbt community made comedy special going make anyone go seek kill trans person,,pro-lgbt
RobertAKellyIII,Fri Oct 29 00:42:51 +0000 2021,"Oak Ridge, TN",@Newtothis402 @MegBaatz @PcaMemorial @TheGregoryColes @GreggWebb I actually care very much. Preventing suicide in the LGBT community is something I care about greatly. But I would have to say the theology they espouse is probably what saved me from committing suicide.,0,0,215,     i actually care very much preventing suicide in the lgbt community is something i care about greatly but i would have to say the theology they espouse is probably what saved me from committing suicide,actually care much preventing suicide lgbt community something care greatly would say theology espouse probably saved committing suicide,,pro-lgbt
RangerAragorn,Mon Oct 25 14:56:01 +0000 2021,occupied tennessee,"@CentrismIsCool UTC would work! Not rural itself but it's right next to the country and there's a strong lgbt community here.

UTM is v rural and seemed fine LGBT-wise but I was pretty shut in there.

(Obv most colleges in Nashville would be good &amp; TSU is cheap but ik that's too urban for you.)",1,0,817, utc would work not rural itself but it is right next to the country and there is a strong lgbt community here  utm is v rural and seemed fine lgbtwise but i was pretty shut in there  obv most colleges in nashville would be good  tsu is cheap but ik that is too urban for you,utc would work rural right next country strong lgbt community utm v rural seemed fine lgbtwise pretty shut obv colleges nashville would good tsu cheap ik urban,,pro-lgbt
SCCraftDesigns1,Wed Oct 27 23:59:59 +0000 2021,"Olive Branch, MS",Handmade love sign| LGBT pride month sign|Wood pride sign| Pride rainbow sign|Signs for equality https://t.co/8HzSqQkWRX #fathersdaygifts #customengraving #BiPride https://t.co/2ZqpK00iS7,0,0,676,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns for equality  fathersdaygifts customengraving bipride ,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns equality fathersdaygifts customengraving bipride,,pro-lgbt
SCCraftDesigns1,Tue Oct 26 13:59:59 +0000 2021,"Olive Branch, MS",Handmade love sign| LGBT pride month sign|Wood pride sign| Pride rainbow sign|Signs for equality https://t.co/8HzSqQkWRX #Woodsigns #Gifts #fathersdaygifts #Personalizedgifts #Coasters #mothersdaygifts #Wallart #Love https://t.co/2ZqpK00iS7,1,0,676,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns for equality  woodsigns gifts fathersdaygifts personalizedgifts coasters mothersdaygifts wallart love ,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns equality woodsigns gifts fathersdaygifts personalizedgifts coasters mothersdaygifts wallart love,,pro-lgbt
SCCraftDesigns1,Sun Oct 24 19:59:59 +0000 2021,"Olive Branch, MS",Handmade love sign| LGBT pride month sign|Wood pride sign| Pride rainbow sign|Signs for equality https://t.co/8HzSqQkWRX #fathersdaygifts #Keychain #Gifts #Coasters #Wallart #mothersdaygifts #Rainbow https://t.co/2ZqpK00iS7,0,0,676,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns for equality  fathersdaygifts keychain gifts coasters wallart mothersdaygifts rainbow ,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns equality fathersdaygifts keychain gifts coasters wallart mothersdaygifts rainbow,,pro-lgbt
SCCraftDesigns1,Sat Oct 23 05:00:00 +0000 2021,"Olive Branch, MS",Handmade love sign| LGBT pride month sign|Wood pride sign| Pride rainbow sign|Signs for equality https://t.co/8HzSqQkWRX #Gifts #Coasters #Wallart #Homedecor #customengraving #Woodsigns #Personalizedgifts #Keychain #Pride https://t.co/2ZqpK00iS7,0,0,676,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns for equality  gifts coasters wallart homedecor customengraving woodsigns personalizedgifts keychain pride ,handmade love sign lgbt pride month signwood pride sign pride rainbow signsigns equality gifts coasters wallart homedecor customengraving woodsigns personalizedgifts keychain pride,,pro-lgbt
Wrenchy247,Mon Oct 25 17:17:58 +0000 2021,"Orange, TX","@geoplanetary Doesn't scare me, because I'm part of the LGBT+ Community",2,0,3646, does not scare me because i am part of the lgbt community,scare part lgbt community,,anti-lgbt
ObsidianGoose,Sat Oct 30 18:14:28 +0000 2021,"Ozark, AL",@ChrystalWRox Just promise that if I say something messed up you'll let me know. On occasion I try to say something pro lgbt and my verbiage goes south big-time without me meaning to,2,0,257, just promise that if i say something messed up you will let me know on occasion i try to say something pro lgbt and my verbiage goes south bigtime without me meaning to,promise say something messed let know occasion try say something pro lgbt verbiage goes south bigtime without meaning,,pro-lgbt
ObsidianGoose,Fri Oct 22 20:08:53 +0000 2021,"Ozark, AL","Eternals have LGBT representation 
Eternals have diverse cast
Eternals have first deaf superhero
May I ask a simple question?
What the fuck is it about? You've done nothing but prop up every IST and ism but told us fucking nothing about what the movies about.
That's important!",1,0,257,eternals have lgbt representation  eternals have diverse cast eternals have first deaf superhero may i ask a simple question what the fuck is it about you have done nothing but prop up every ist and ism but told us fucking nothing about what the movies about that is important,eternals lgbt representation eternals diverse cast eternals first deaf superhero may ask simple question fuck done nothing prop every ist ism told us fucking nothing movies important,,pro-lgbt
HopeonTeam,Wed Oct 27 20:36:28 +0000 2021,"Perry, GA",i do cause our congress does under #bidenharris so i will too i may not be one or be a part or family member of #pride or #LGBTQ  or #LGBT+  #IStandWithLesbians but i will support everyone every person regardless of transitional of their gender gender specific or select  i will https://t.co/kN1eaXYUna,0,0,5004,i do cause our congress does under bidenharris so i will too i may not be one or be a part or family member of pride or lgbtq  or lgbt  istandwithlesbians but i will support everyone every person regardless of transitional of their gender gender specific or select  i will ,cause congress bidenharris may one part family member pride lgbtq lgbt istandwithlesbians support everyone every person regardless transitional gender gender specific select,,pro-lgbt
HailKingCrimson,Sun Oct 24 17:44:51 +0000 2021,"Pickens, SC",@aj_wlyms This is the equivalent of when all the new's sites were shocked that pennywise wasn't the LGBT ally they thought he was.,2,0,945, this is the equivalent of when all the new is sites were shocked that pennywise was not the lgbt ally they thought he was,equivalent new sites shocked pennywise lgbt ally thought,,pro-lgbt
my_chyl,Wed Oct 27 15:20:51 +0000 2021,"Pigeon Forge, TN",Alright math class come thru! #LGBTQ #LGBT @UTKnoxville @MathDeptUTK https://t.co/YifLkKNXEM,2,0,85,alright math class come thru lgbtq lgbt   ,alright math class come thru lgbtq lgbt,,pro-lgbt
aeskomics,Tue Oct 26 08:20:29 +0000 2021,"Port Wentworth, GA",@tahjslayz @malcolmkenyatta Ã¢ÂÂ¦..people can be black and lgbt hun,0,0,1092,   people can be black and lgbt hun,people black lgbt hun,,pro-lgbt
